,AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
6719,2016,94663,Mapiripana,94,Guainia,3829,Guainia (ETC),815.0,25.6,25.64,6.67,25.94,12.89,1.46,35.46,24.0,37.75,42.97,21.9,21.0,100.0,11.42,16.67,9.92,10.91,16.67,67.47,83.33,60.31,69.09,83.33,21.11,0.0,29.77,20.0,0.0,0.0,0.0,0.0,0.0,0.0
6724,2016,95001,San Jose del Guaviare,95,Guaviare,3830,Guaviare (ETC),18982.0,64.7,64.7,31.73,61.65,50.38,27.4,76.93,62.12,81.88,82.17,60.43,28.14,22.14,5.19,6.16,4.03,6.93,4.87,86.98,93.11,89.75,81.07,86.42,7.84,0.73,6.22,12.0,8.71,3.74,1.36,2.83,6.07,2.99
6725,2016,95015,Calamar,95,Guaviare,3830,Guaviare (ETC),2413.0,57.9,57.89,18.45,56.99,45.66,18.16,74.93,52.79,79.35,87.32,51.84,27.11,8.0,1.18,2.44,0.63,1.87,0.81,92.07,97.56,93.73,87.11,95.16,6.75,0.0,5.65,11.02,4.03,1.84,0.81,1.38,3.12,0.81
6726,2016,95025,El Retorno,95,Guaviare,3830,Guaviare (ETC),6948.0,39.6,39.57,19.69,39.73,28.99,12.33,45.78,38.68,54.17,46.42,26.1,30.23,20.9,4.37,4.05,3.31,6.28,4.07,95.63,95.95,96.69,93.72,95.93,0.0,0.0,0.0,0.0,0.0,0.2,0.45,0.26,0.11,0.0
6727,2016,95200,Miraflores,95,Guaviare,3830,Guaviare (ETC),3328.0,28.1,28.13,9.93,30.15,16.68,8.27,33.71,24.11,45.66,29.35,16.73,21.47,15.0,5.11,2.94,3.63,8.77,5.13,92.57,97.06,93.07,90.18,93.59,2.31,0.0,3.3,1.05,1.28,1.35,0.0,1.49,1.75,0.0
6728,2016,97001,Mitu,97,Vaupes,3831,Vaupes (ETC),9237.0,64.8,64.85,27.78,63.41,40.83,14.73,77.36,53.37,93.64,75.11,50.39,15.3,27.85,7.37,7.11,6.1,10.37,5.04,81.15,92.66,80.63,78.21,86.63,11.48,0.23,13.28,11.41,8.33,2.8,1.38,3.24,2.68,1.36
6729,2016,97161,Caruru,97,Vaupes,3831,Vaupes (ETC),833.0,80.7,80.67,24.0,83.09,41.85,11.51,95.56,68.0,126.65,94.44,34.53,15.96,12.5,2.18,1.96,1.36,3.94,2.63,90.05,98.04,85.75,96.06,97.37,7.77,0.0,12.9,0.0,0.0,0.27,0.0,0.45,0.0,0.0
6730,2016,97511,Pacoa,97,Vaupes,3831,Vaupes (ETC),1695.0,46.8,46.84,1.32,50.0,17.86,1.82,57.29,5.3,87.05,50.09,21.45,11.27,25.0,4.02,0.0,1.9,8.82,5.08,92.69,100.0,93.2,90.81,94.92,3.3,0.0,4.91,0.37,0.0,6.59,0.0,6.33,8.09,3.39
6731,2016,97666,Taraira,97,Vaupes,3831,Vaupes (ETC),303.0,120.1,120.13,25.81,107.69,83.87,18.37,154.46,45.16,190.0,167.74,104.08,8.84,12.5,9.74,0.0,2.94,22.14,10.34,79.81,100.0,92.44,57.14,75.86,10.45,0.0,4.62,20.71,13.79,5.23,7.14,3.36,7.14,10.34
6733,2016,97889,Yavarate,97,Vaupes,3831,Vaupes (ETC),367.0,81.7,81.74,46.88,82.05,37.82,18.33,91.28,78.13,126.28,74.79,40.0,9.14,33.33,4.48,8.0,4.06,4.49,4.17,83.28,92.0,75.13,95.51,95.83,12.24,0.0,20.81,0.0,0.0,0.3,0.0,0.0,1.12,0.0
6734,2016,99001,Puerto Carreño,99,Vichada,3832,Vichada (ETC),4548.0,98.8,98.79,64.93,99.69,66.99,31.61,111.5,109.2,134.24,100.96,74.6,27.67,66.67,9.02,12.11,9.44,8.31,6.13,81.28,86.86,82.07,76.63,87.03,9.71,1.03,8.49,15.06,6.84,2.66,2.32,2.95,2.98,0.24
6735,2016,99524,La Primavera,99,Vichada,3832,Vichada (ETC),4440.0,54.7,54.66,26.23,51.92,37.72,20.57,59.59,43.87,73.68,55.2,37.24,16.7,94.12,7.07,7.82,7.85,6.15,4.84,82.09,92.18,79.71,82.69,86.69,10.85,0.0,12.44,11.15,8.47,2.61,0.56,3.41,2.31,0.4
6736,2016,99624,Santa Rosalia,99,Vichada,3832,Vichada (ETC),1233.0,74.8,74.78,24.14,79.56,40.87,18.38,83.37,58.62,115.29,67.1,39.46,11.9,50.0,6.71,16.18,7.51,3.45,2.74,84.24,82.35,82.11,86.21,97.26,9.05,1.47,10.38,10.34,0.0,1.85,0.0,1.76,3.07,0.0
6737,2016,99773,Cumaribo,99,Vichada,3832,Vichada (ETC),11730.0,78.7,78.7,40.41,83.52,20.64,4.97,89.95,93.73,143.07,51.51,21.34,13.61,31.72,8.19,9.36,7.12,11.61,8.11,74.94,88.17,71.39,79.11,88.89,16.87,2.47,21.49,9.28,3.0,3.82,1.85,4.33,3.01,3.3
6738,2017,5001,Medellin,5,Antioquia,3759,Medellin,370202.0,101.3,101.16,73.14,98.59,89.91,54.91,116.3,88.53,114.04,130.23,107.57,33.97,98.33,3.46,3.05,2.71,4.68,2.8,85.31,96.8,88.59,77.81,89.63,11.23,0.15,8.7,17.51,7.57,10.16,1.37,8.96,14.98,4.83
6739,2017,5002,Abejorral,5,Antioquia,3758,Antioquia (ETC),3744.0,79.8,79.75,46.2,83.47,60.79,35.39,86.32,71.12,103.94,80.89,58.76,19.32,12.5,3.79,5.13,2.95,4.81,4.14,89.32,94.87,89.76,87.34,88.85,6.89,0.0,7.29,7.85,7.01,6.64,3.85,7.35,7.32,2.87
6740,2017,5004,Abriaqui,5,Antioquia,3758,Antioquia (ETC),377.0,95.8,95.76,69.7,101.27,75.61,43.75,103.98,100.0,119.11,95.93,84.38,19.75,27.27,3.83,3.03,3.74,5.08,1.85,93.11,96.97,94.65,88.98,94.44,3.06,0.0,1.6,5.93,3.7,2.55,0.0,3.21,3.39,0.0
6741,2017,5021,Alejandria,5,Antioquia,3758,Antioquia (ETC),566.0,104.6,104.59,104.08,130.43,68.48,33.01,110.25,126.53,151.74,88.59,48.54,29.6,14.29,3.37,1.61,1.72,7.98,2.0,92.95,98.39,92.84,89.57,98.0,3.69,0.0,5.44,2.45,0.0,0.16,0.0,0.29,0.0,0.0
6742,2017,5030,Amaga,5,Antioquia,3758,Antioquia (ETC),6582.0,65.4,65.44,42.02,58.83,58.11,39.55,72.97,53.94,69.85,82.62,70.41,28.15,66.67,6.02,3.74,2.83,9.98,6.34,83.76,95.92,90.16,73.28,86.78,10.22,0.34,7.01,16.75,6.88,6.02,0.68,4.43,8.31,7.43
6743,2017,5031,Amalfi,5,Antioquia,3758,Antioquia (ETC),5222.0,90.5,90.46,54.78,84.97,72.2,31.88,103.1,73.04,114.45,114.4,66.55,26.94,15.52,6.71,4.07,6.01,8.07,7.73,92.72,95.93,93.0,91.93,91.44,0.57,0.0,0.99,0.0,0.83,8.2,1.45,8.51,10.31,2.49
6744,2017,5034,Andes,5,Antioquia,3758,Antioquia (ETC),10220.0,75.4,75.4,54.31,66.77,64.3,33.4,87.36,69.58,85.77,100.35,73.22,27.7,21.54,4.38,4.69,3.21,6.3,2.35,86.03,95.31,87.28,80.93,92.07,9.6,0.0,9.5,12.77,5.59,7.2,1.51,8.49,7.98,3.13
6745,2017,5036,Angelopolis,5,Antioquia,3758,Antioquia (ETC),1728.0,60.1,60.07,29.66,57.14,47.92,31.41,72.63,39.31,70.33,86.33,67.51,28.23,33.33,4.68,7.02,3.0,6.04,6.35,88.73,92.98,90.4,84.62,92.06,6.59,0.0,6.6,9.34,1.59,7.07,0.0,5.8,11.54,2.38
6746,2017,5038,Angostura,5,Antioquia,3758,Antioquia (ETC),2618.0,100.9,100.92,40.74,78.75,108.72,49.28,113.83,54.32,102.3,159.9,93.2,28.57,7.14,7.49,3.79,3.87,11.39,7.13,88.72,96.21,88.67,86.52,92.87,3.8,0.0,7.46,2.09,0.0,7.52,2.27,11.78,6.7,0.0
6747,2017,5040,Anori,5,Antioquia,3758,Antioquia (ETC),3938.0,93.6,93.6,60.62,95.63,72.25,33.92,103.89,83.0,124.76,103.87,59.39,32.44,16.42,5.26,3.07,6.09,4.98,2.88,89.81,96.93,87.35,90.88,95.51,4.93,0.0,6.56,4.14,1.6,7.15,1.71,9.25,6.33,1.28
6748,2017,5042,Santafe de Antioquia,5,Antioquia,3758,Antioquia (ETC),5679.0,99.0,98.96,46.32,81.49,96.78,50.23,116.15,64.21,101.18,155.99,103.02,30.95,60.0,5.43,1.39,3.6,7.29,6.61,84.72,98.61,85.3,83.2,82.47,9.85,0.0,11.1,9.5,10.92,2.42,0.0,3.31,2.48,0.14
6749,2017,5044,Anza,5,Antioquia,3758,Antioquia (ETC),1722.0,68.9,68.87,35.29,72.88,46.39,18.95,73.52,53.59,98.08,66.61,34.74,21.83,17.65,4.24,1.22,2.38,8.17,6.58,91.2,98.78,91.88,88.73,88.16,4.56,0.0,5.74,3.1,5.26,0.0,0.0,0.0,0.0,0.0
6750,2017,5045,Apartado,5,Antioquia,7692,Apartado,49431.0,59.0,59.01,32.96,55.57,52.25,26.61,71.09,51.27,72.4,82.9,55.32,35.78,46.88,4.99,3.3,3.52,7.65,3.88,85.0,96.08,88.07,77.41,88.74,10.02,0.62,8.41,14.94,7.39,0.61,0.1,0.4,1.1,0.26
6751,2017,5051,Arboletes,5,Antioquia,3758,Antioquia (ETC),11472.0,71.1,71.13,38.36,61.99,63.1,28.92,86.1,61.94,85.4,102.41,68.44,27.96,20.0,4.11,5.09,2.61,5.39,5.07,91.95,94.91,93.18,89.72,92.88,3.94,0.0,4.21,4.89,2.05,4.73,2.46,5.19,5.42,2.05
6752,2017,5055,Argelia,5,Antioquia,3758,Antioquia (ETC),2082.0,70.7,70.7,50.26,72.17,54.57,28.89,74.83,62.3,90.1,70.76,46.98,30.71,4.65,6.29,3.36,4.88,9.56,6.5,87.56,96.64,87.18,84.67,91.87,6.15,0.0,7.94,5.78,1.63,5.76,1.68,6.59,5.78,4.07
6753,2017,5059,Armenia,5,Antioquia,3758,Antioquia (ETC),906.0,64.6,64.57,35.9,56.15,52.49,26.28,72.63,51.28,74.1,88.37,45.99,18.23,28.57,6.08,5.0,4.15,9.91,1.72,86.86,95.0,88.93,81.98,89.66,7.06,0.0,6.92,8.11,8.62,10.84,2.5,10.38,15.32,1.72
6754,2017,5079,Barbosa,5,Antioquia,3758,Antioquia (ETC),11271.0,69.9,69.91,38.17,61.13,67.93,42.49,78.5,53.73,72.34,94.94,72.92,30.32,30.0,3.56,3.38,1.83,5.53,3.1,92.9,96.4,96.96,88.87,90.88,3.54,0.23,1.21,5.6,6.01,4.09,0.23,4.59,4.54,2.81
6755,2017,5086,Belmira,5,Antioquia,3758,Antioquia (ETC),1631.0,88.9,88.9,49.31,80.87,85.42,37.55,100.0,75.0,101.3,115.72,79.18,27.39,21.43,5.52,5.56,5.29,6.55,2.65,90.09,94.44,90.27,87.79,94.7,4.4,0.0,4.43,5.66,2.65,3.15,0.0,3.86,3.54,0.66
6756,2017,5088,Bello,5,Antioquia,3760,Bello,93422.0,78.5,78.45,53.37,77.24,67.26,38.29,89.82,65.61,91.3,101.77,74.43,34.48,93.65,3.06,2.94,2.71,3.82,2.14,96.11,96.7,96.46,95.26,97.03,0.84,0.36,0.83,0.92,0.83,1.45,0.25,1.48,1.96,0.41
6757,2017,5091,Betania,5,Antioquia,3758,Antioquia (ETC),2143.0,78.8,78.77,53.71,77.84,50.82,32.22,87.91,70.86,104.41,85.52,56.84,26.29,30.77,8.22,3.23,7.81,9.71,9.62,87.04,96.77,86.17,86.67,85.9,4.74,0.0,6.02,3.62,4.49,2.4,0.0,1.9,4.38,0.64
6758,2017,5093,Betulia,5,Antioquia,3758,Antioquia (ETC),4177.0,84.0,83.96,57.46,76.36,71.13,38.35,95.4,75.77,96.01,108.37,75.75,30.28,21.43,6.95,6.69,5.44,9.33,5.68,89.36,93.31,90.06,87.03,91.62,3.68,0.0,4.5,3.64,2.7,3.6,0.0,4.44,3.64,2.16
6759,2017,5101,Ciudad Bolivar,5,Antioquia,3758,Antioquia (ETC),5979.0,79.1,79.14,54.04,73.46,63.37,33.02,90.17,72.58,95.58,100.15,64.7,27.48,36.36,7.55,8.0,6.84,9.56,2.93,87.9,92.0,89.15,83.64,94.63,4.56,0.0,4.01,6.79,2.44,5.85,1.14,4.97,8.54,3.9
6760,2017,5107,Briceño,5,Antioquia,3758,Antioquia (ETC),2099.0,81.0,81.04,64.25,83.3,54.05,14.42,91.09,87.71,112.69,87.06,41.07,30.9,10.53,4.66,3.18,3.66,6.3,8.89,87.16,96.82,86.76,84.35,91.11,8.19,0.0,9.58,9.35,0.0,12.79,4.46,16.6,7.63,14.44
6761,2017,5113,Buritica,5,Antioquia,3758,Antioquia (ETC),1480.0,97.9,97.91,74.24,107.48,68.84,34.29,116.62,107.58,154.78,96.42,62.86,24.29,10.71,4.1,0.7,2.83,9.0,0.81,92.07,99.3,92.23,87.25,98.37,3.83,0.0,4.95,3.75,0.81,4.76,0.0,6.12,4.5,1.63
6762,2017,5120,Caceres,5,Antioquia,3758,Antioquia (ETC),11180.0,68.7,68.75,40.7,70.29,48.32,17.41,83.6,62.21,107.58,76.35,44.59,30.37,21.15,7.62,6.46,6.84,9.56,7.06,90.24,93.54,90.51,88.59,91.57,2.14,0.0,2.65,1.85,1.37,6.81,1.13,8.36,6.16,2.28
6763,2017,5125,Caicedo,5,Antioquia,3758,Antioquia (ETC),1990.0,74.6,74.62,46.99,79.34,54.46,25.27,83.02,65.57,105.01,79.9,48.39,19.43,35.0,3.35,5.0,2.56,5.3,0.0,90.71,95.0,89.52,89.9,100.0,5.94,0.0,7.92,4.8,0.0,0.0,0.0,0.0,0.0,0.0
6764,2017,5129,Caldas,5,Antioquia,3758,Antioquia (ETC),14497.0,78.8,78.75,60.74,76.6,71.35,46.6,85.2,67.22,86.59,93.14,74.07,32.48,66.67,4.57,2.71,2.73,6.93,4.71,84.5,97.29,92.38,77.06,74.23,10.93,0.0,4.89,16.0,21.06,5.85,1.99,5.65,7.8,2.43
6765,2017,5134,Campamento,5,Antioquia,3758,Antioquia (ETC),2017.0,80.3,80.32,63.89,94.69,39.97,15.17,83.69,96.11,126.79,52.16,24.46,26.77,11.36,4.38,1.73,4.19,7.1,1.27,84.42,97.69,80.87,85.8,98.73,11.2,0.58,14.94,7.1,0.0,9.95,1.73,10.93,10.65,11.39
6766,2017,5138,Cañasgordas,5,Antioquia,3758,Antioquia (ETC),4089.0,71.7,71.66,37.76,64.27,65.8,37.4,83.93,55.21,80.6,101.34,75.9,22.06,22.58,4.11,4.25,2.31,6.12,5.14,94.72,95.75,97.06,91.96,93.14,1.17,0.0,0.63,1.92,1.71,4.66,0.47,4.83,6.39,1.14
6767,2017,5142,Caracoli,5,Antioquia,3758,Antioquia (ETC),973.0,66.4,66.39,47.67,73.06,43.23,26.06,75.85,70.93,94.9,68.39,44.85,24.32,21.43,3.43,8.2,3.42,1.16,5.17,93.74,90.16,91.84,98.84,94.83,2.83,1.64,4.74,0.0,0.0,2.38,1.64,3.95,0.0,0.0
6768,2017,5145,Caramanta,5,Antioquia,3758,Antioquia (ETC),1095.0,71.2,71.23,43.96,71.46,60.65,39.52,74.25,54.95,86.48,73.58,52.1,26.5,26.32,2.83,0.0,2.73,3.66,2.3,93.36,100.0,95.53,87.55,97.7,3.81,0.0,1.74,8.79,0.0,6.77,2.0,6.45,9.52,2.3
6769,2017,5147,Carepa,5,Antioquia,3758,Antioquia (ETC),15063.0,79.9,79.92,47.88,75.6,67.3,30.07,94.11,73.98,99.07,104.59,70.48,32.02,44.19,4.3,3.52,3.37,6.3,2.56,92.63,96.48,93.13,90.4,94.98,3.06,0.0,3.5,3.31,2.46,2.64,0.5,2.38,4.08,0.49
6770,2017,5148,El Carmen de Viboral,5,Antioquia,3758,Antioquia (ETC),11123.0,83.9,83.89,62.96,83.3,76.31,44.37,89.58,73.03,95.25,96.6,68.44,35.19,30.43,2.74,1.75,1.41,4.69,2.81,87.66,97.93,89.98,82.13,88.95,9.61,0.32,8.61,13.19,8.24,6.22,1.75,4.25,11.23,1.55
6771,2017,5150,Carolina,5,Antioquia,3758,Antioquia (ETC),700.0,93.0,93.0,60.71,80.95,85.19,42.99,108.57,76.79,101.7,127.57,100.93,23.63,50.0,2.4,9.3,2.68,1.47,1.08,90.4,90.7,92.98,87.55,90.32,7.2,0.0,4.35,10.99,8.6,1.69,0.0,2.34,1.83,0.0
6772,2017,5154,Caucasia,5,Antioquia,3758,Antioquia (ETC),28132.0,77.6,77.55,42.78,76.26,68.55,29.94,89.24,63.03,97.35,99.97,61.82,37.92,32.26,3.87,3.2,2.6,5.38,5.11,89.99,96.8,91.5,86.7,89.97,6.14,0.0,5.91,7.93,4.92,8.76,2.45,9.72,10.06,3.42
6773,2017,5172,Chigorodo,5,Antioquia,3758,Antioquia (ETC),20638.0,71.6,71.61,46.0,68.01,59.69,27.26,81.89,59.76,89.95,90.45,54.98,35.66,38.3,6.9,4.6,5.6,9.67,5.17,83.52,95.4,86.09,77.9,81.93,9.58,0.0,8.31,12.43,12.9,8.71,1.5,8.83,11.36,3.61
6774,2017,5190,Cisneros,5,Antioquia,3758,Antioquia (ETC),1759.0,86.0,85.96,54.0,77.14,83.68,58.25,95.0,64.0,88.77,112.33,92.63,31.14,33.33,2.93,3.13,2.11,3.83,2.98,89.17,96.88,93.98,85.39,81.7,7.9,0.0,3.92,10.78,15.32,2.93,0.0,4.22,2.61,1.28
6775,2017,5197,Cocorna,5,Antioquia,3758,Antioquia (ETC),2869.0,100.1,100.1,80.62,98.96,84.35,41.56,106.9,92.64,119.49,112.25,69.33,31.86,13.56,4.07,2.93,2.62,6.65,3.77,87.9,97.07,86.64,85.89,93.49,8.04,0.0,10.74,7.46,2.74,8.9,0.0,8.93,12.68,3.42
6776,2017,5206,Concepcion,5,Antioquia,3758,Antioquia (ETC),552.0,98.9,98.91,91.84,117.45,63.13,37.08,103.44,114.29,140.85,75.98,53.93,26.5,10.53,3.85,7.14,1.81,8.09,2.08,92.47,92.86,96.68,80.88,95.83,3.68,0.0,1.51,11.03,2.08,0.18,0.0,0.0,0.74,0.0
6777,2017,5209,Concordia,5,Antioquia,3758,Antioquia (ETC),4923.0,79.1,79.12,52.16,64.0,74.65,35.14,92.48,62.02,85.45,114.45,80.45,29.37,8.51,4.88,4.65,4.52,5.98,2.46,94.5,95.35,95.48,93.03,95.54,0.61,0.0,0.0,0.99,2.01,8.34,0.39,11.21,7.83,3.57
6778,2017,5212,Copacabana,5,Antioquia,3758,Antioquia (ETC),12370.0,98.4,98.34,65.27,93.72,96.67,53.95,107.73,82.83,105.54,127.66,87.64,32.45,62.5,3.62,4.52,2.52,5.09,2.42,89.37,94.99,93.63,82.81,92.61,7.01,0.48,3.86,12.1,4.98,3.27,0.48,2.66,4.69,2.35
6779,2017,5234,Dabeiba,5,Antioquia,3758,Antioquia (ETC),5492.0,97.3,97.27,61.69,104.52,63.98,26.58,111.11,81.93,144.74,106.77,54.89,24.25,29.11,6.67,6.47,6.12,8.6,3.95,88.46,90.17,86.58,90.25,95.06,4.87,3.36,7.3,1.15,0.99,8.36,4.8,10.57,6.37,1.73
6780,2017,5237,Don Matias,5,Antioquia,3758,Antioquia (ETC),5335.0,70.6,70.65,46.54,68.74,63.73,35.74,77.94,58.53,80.4,87.87,60.71,30.67,27.78,4.02,1.82,2.68,6.07,4.39,95.98,98.18,97.32,93.93,95.61,0.0,0.0,0.0,0.0,0.0,10.29,0.45,8.98,14.92,5.96
6781,2017,5240,Ebejico,5,Antioquia,3758,Antioquia (ETC),2695.0,67.7,67.72,46.81,57.83,60.43,32.48,76.1,58.3,75.13,88.66,62.62,24.8,31.25,4.54,2.19,2.66,6.17,7.79,86.23,94.89,87.85,82.44,87.01,9.23,2.92,9.49,11.39,5.19,9.79,0.73,12.38,10.29,3.9
6782,2017,5250,El Bagre,5,Antioquia,3758,Antioquia (ETC),12433.0,110.1,110.11,59.87,117.19,77.56,36.88,126.58,113.16,163.52,111.02,69.49,34.71,25.61,5.52,6.7,4.8,6.75,4.69,92.1,93.3,93.04,89.76,92.91,2.39,0.0,2.16,3.49,2.39,2.77,0.71,2.98,3.41,0.96
6783,2017,5264,Entrerrios,5,Antioquia,3758,Antioquia (ETC),2238.0,82.0,81.99,61.96,76.84,74.9,45.45,89.99,70.11,90.07,99.22,80.11,33.21,28.57,3.99,1.9,4.34,4.33,2.69,91.4,98.1,89.28,90.99,97.31,4.61,0.0,6.38,4.68,0.0,5.92,0.0,4.61,8.84,5.38
6784,2017,5266,Envigado,5,Antioquia,3761,Envigado,41605.0,65.5,64.24,41.1,58.72,59.4,46.12,70.69,59.53,65.91,76.41,75.97,33.48,100.0,2.07,2.13,1.09,3.34,1.48,97.76,97.87,98.79,96.59,97.93,0.17,0.0,0.12,0.07,0.59,3.47,0.13,2.8,5.25,2.07
6785,2017,5282,Fredonia,5,Antioquia,3758,Antioquia (ETC),4394.0,72.3,72.26,32.22,63.72,64.45,36.73,88.73,57.78,80.33,104.91,92.18,19.96,17.65,3.38,2.42,3.07,3.68,3.96,91.52,97.58,90.45,90.94,93.94,5.1,0.0,6.49,5.37,2.1,2.43,0.0,1.88,4.07,0.47
6786,2017,5284,Frontino,5,Antioquia,3758,Antioquia (ETC),3912.0,119.6,119.61,69.52,113.32,80.7,43.23,139.75,111.97,168.07,132.33,93.71,25.29,19.18,4.31,5.09,3.65,5.71,3.48,95.26,94.91,95.92,93.63,96.52,0.42,0.0,0.43,0.66,0.0,6.26,2.29,7.41,6.66,1.16
6787,2017,5306,Giraldo,5,Antioquia,3758,Antioquia (ETC),900.0,125.2,125.22,73.49,115.13,111.43,69.39,142.67,103.61,140.26,162.14,134.01,27.25,21.43,0.52,1.16,0.55,0.53,0.0,95.37,98.84,96.53,94.18,91.73,4.11,0.0,2.93,5.29,8.27,0.17,0.0,0.0,0.53,0.0
6788,2017,5308,Girardota,5,Antioquia,3758,Antioquia (ETC),11778.0,63.3,63.3,39.92,61.1,55.18,37.03,70.45,54.07,71.37,77.6,61.78,28.02,23.33,4.46,4.6,2.86,7.15,2.38,89.87,95.4,91.72,85.39,93.75,5.67,0.0,5.42,7.46,3.88,0.95,0.31,0.99,0.99,1.0
6789,2017,5310,Gomez Plata,5,Antioquia,3758,Antioquia (ETC),2572.0,56.2,56.18,30.91,53.45,51.0,22.86,65.71,37.73,64.46,80.64,53.81,27.02,30.0,2.79,0.0,0.87,5.87,1.78,95.88,100.0,97.54,93.95,93.49,1.33,0.0,1.59,0.18,4.73,9.77,3.61,8.97,13.35,4.14
6790,2017,5313,Granada,5,Antioquia,3758,Antioquia (ETC),2002.0,87.5,87.46,67.43,90.05,74.85,38.51,94.11,80.0,106.99,97.99,61.49,21.98,7.5,4.35,1.43,3.32,6.53,4.55,89.81,98.57,92.58,84.25,87.5,5.84,0.0,4.1,9.21,7.95,4.24,0.0,4.87,5.03,1.7
6791,2017,5315,Guadalupe,5,Antioquia,3758,Antioquia (ETC),1232.0,87.0,87.01,68.69,81.98,63.23,31.58,104.22,80.81,107.56,114.52,84.21,27.38,41.18,1.66,0.0,1.98,1.29,2.42,90.85,100.0,89.73,90.98,89.52,7.5,0.0,8.29,7.73,8.06,10.81,0.0,13.51,11.6,3.23
6792,2017,5318,Guarne,5,Antioquia,3758,Antioquia (ETC),10834.0,59.4,59.38,39.38,56.62,52.67,35.44,64.79,49.5,65.53,70.1,59.62,27.36,18.75,3.34,3.53,1.75,5.4,3.01,92.34,95.29,94.33,89.07,93.01,4.32,1.18,3.92,5.53,3.98,7.1,0.94,5.39,11.23,4.7
6793,2017,5321,Guatape,5,Antioquia,3758,Antioquia (ETC),1016.0,124.9,124.9,66.28,102.84,127.89,84.12,137.11,87.21,120.09,173.29,132.94,32.09,28.57,2.72,2.67,1.18,4.51,2.08,87.55,97.33,91.34,80.2,93.23,9.73,0.0,7.48,15.29,4.69,2.02,0.0,2.76,2.16,0.52
6794,2017,5347,Heliconia,5,Antioquia,3758,Antioquia (ETC),1301.0,71.9,71.87,33.93,61.87,63.07,34.52,84.24,46.43,82.55,100.23,75.13,16.82,18.75,6.97,0.0,3.75,12.16,6.09,88.59,100.0,91.61,82.43,91.3,4.44,0.0,4.64,5.41,2.61,6.57,0.0,6.18,9.46,1.74
6795,2017,5353,Hispania,5,Antioquia,3758,Antioquia (ETC),919.0,96.6,96.63,65.0,87.6,77.78,34.19,113.28,95.0,121.96,122.9,82.58,28.24,100.0,0.79,0.0,0.89,1.06,0.0,95.14,100.0,99.11,89.4,88.16,4.07,0.0,0.0,9.54,11.84,10.17,2.63,13.78,6.71,9.21
6796,2017,5360,Itagüi,5,Antioquia,3762,Itagüi,50808.0,71.2,70.93,44.64,68.23,65.23,42.54,80.38,61.86,78.23,90.84,73.47,34.26,100.0,3.09,3.67,2.06,4.31,2.67,90.76,95.99,93.94,85.86,92.22,6.15,0.34,3.99,9.82,5.11,5.53,2.88,4.11,8.49,2.94
6797,2017,5361,Ituango,5,Antioquia,3758,Antioquia (ETC),5524.0,93.8,93.77,45.21,87.45,71.92,44.01,104.22,67.43,119.26,106.42,78.6,22.46,25.0,5.99,5.68,4.35,8.48,6.71,88.03,94.32,87.54,86.86,90.19,5.99,0.0,8.11,4.66,3.1,7.59,0.85,10.56,6.4,0.52
6798,2017,5364,Jardin,5,Antioquia,3758,Antioquia (ETC),2995.0,82.7,82.67,64.68,77.99,68.18,45.75,93.89,76.59,98.27,95.75,87.15,31.98,33.33,2.75,4.15,2.12,3.68,1.89,86.95,95.85,91.12,77.82,89.62,10.3,0.0,6.76,18.51,8.49,6.2,0.0,5.86,8.54,5.03
6799,2017,5368,Jerico,5,Antioquia,3758,Antioquia (ETC),2450.0,82.0,81.96,53.14,69.61,71.6,59.34,93.31,67.15,82.82,108.08,103.79,25.46,23.33,3.05,3.6,3.05,3.08,2.75,90.95,94.96,90.62,89.1,94.5,6.0,1.44,6.33,7.82,2.75,5.62,0.72,7.27,6.79,0.61
6800,2017,5376,La Ceja,5,Antioquia,3758,Antioquia (ETC),11190.0,87.4,87.4,64.11,84.34,78.12,52.89,97.02,74.86,96.67,105.7,91.11,35.13,45.45,2.14,2.57,1.19,3.38,1.87,93.03,97.43,96.14,88.87,91.37,4.83,0.0,2.67,7.74,6.76,3.2,2.21,2.42,5.06,1.25
